book_id,book_name,book_summary
6366824,jQuery前端开发任务驱动教程(工业和信息化精品系列教材),    本书是一本讲授Web前端开发的教材，以任务驱动式的编写体例和通俗易懂的语言，详细讲解jQuery的基础知识。   本书共10章。第1章讲解jQuery的基础知识；第2章讲解jQuery实现多样化菜单；第3章和第4章讲解jQuery实现页面交互；第5章讲解jQuery实现动画效果；第6章讲解jQuery实现图像效果；第7章讲解jQuery操作表单；第8章讲解jQuery操作Ajax；第9章讲解jQuery Mobile移动页面开发；第10章讲解项目实战——在线商城，帮助读者将所学知识运用到实际项目开发中。   本书配套丰富的教学资源，包括教学PPT、教学大纲、教学设计、源代码、课后习题及答案等。为了帮助读者更好地学习本书内容，本书编者团队还提供在线答疑服务，希望帮助更多的读者。   本书适合作为高等教育本、专科院校计算机相关专业的教材，也可作为广大计算机编程爱好者的自学参考书。
6404367,更化与绍述(新旧党争大爆发)(精)/宋朝往事系列,    本书是宋朝往事系列中的一部，讲述了北宋哲宗时期的更化与绍述事件。北宋后期的近半个世纪，是政治家们的理想与现实碰撞的时代。北宋元丰八年，哲宗以年幼即位，高太后垂帘听政，朝廷开始全面否定熙丰新政，史称“元祐更化”。高氏去世后，哲宗、徽宗两兄弟，怀着继承父志的理想，走上了两条截然不同的绍述之路。在哲宗短暂的亲政岁月中，着眼于对熙丰条法的恢复，但最后只为大宋留下了一个熙丰之政的外壳，而徽宗在漫长而活跃的皇帝生涯中，为了超越父兄之治也是新政迭出，最终却令大宋顶着“丰亨豫大”的新外壳轰然倒塌。这一切都令人深思。
6432712,盛唐诡案组(异空的集结),    骇人听闻的事件背后，往往隐藏着人性最丑陋的一面。   尽管时代流转不息，但人性亘古不变，哪怕是唐代鼎盛时期亦然。天授元年，女皇帝登基，太平盛世、国泰民安。然而，远离神都的岭南，却接连发生多宗不可思议的诡异案件。为避免引起百姓恐慌，刺史下令成立专门处理这些棘手案件的“诡案组”。   看着诡异不寻常，实则人性之肮脏。   善推理的相溪望、善取证的慕申羽、善武功的李蓁蓁、善尸检的流年、善调查的韦伯伦，一个个能人会聚在善断案的县令知然麾下，破获了一宗宗困惑人心的奇案。好看，烧脑，悬疑、推理、传奇，尽在盛唐诡案组！原以为是妖魔鬼怪作祟，实际是人心不足作乱。
6451248,水产行业标准汇编(2025),    本书共收录有关水产方面的农业行业标准和水产行业标准27项。包括水产品操作规程、水产品品种鉴定、水产品加工技术规程、渔具通用技术规范、渔船用电子设备环境试验条件和方法、水产品中成分的测定、鱼类增殖放流效果评估技术规范等方面。并在书后附有2023年发布的3个标准公告供参考。本书可供农业生产人员、标准管理干部和科研人员使用，也可供有关农业院校师生参考。技术性。本书可提供给农业能源工程专业、新能源材料科学及能源与环境系统工程等能源动力类相关专业学习，还可供从事相关工作的工程技术人员参考。
6455651,杨践形著作集(共4册)(精)/近代学术集林,    杨践形，字中一，近代著名学人，经史子集无不涉猎，尤精于医道，晚年任上海市中医文献馆特约馆员。著有《指道真诠》一书，是他在医药养生学方面的代表作。书中以丹经内容为主，密切联系中医学术，参考和阐发丹经中的有关理论，并设专章阐述了医史和中医理论中的疑难和渗误，繁征博引，义例谨严，不偏一家言。   著作集收录杨践行著作近十种，包括《易学讲演录》《雪墨》《学鐸余编》《易学源流考》《指道真诠》《国文法句式举例》以及发表在《哲报》《国学论衡》上的讲演、诗歌等，并收录其戏剧作品《战地鸳鸯》《漪兰戏剧集》，是对杨践行著作的首次汇集整理出版，全面反映了杨践行的学术面貌。
6470782,学编程(2木兰故事小创客信息科技核心素养教育系列教程),    随着智能时代来临，编程能力日渐成为基础技能。青少年信息科技教育的目的不是要培养未来的程序员，而是让孩子们熟悉编程原理和思维，勇于在新时代成为科技的创造者，利用技术赋能的思想来阐释自我及看待世界。本书选取木兰从军中的10个趣味故事作为情境，基于图形化编程平台，通过“拖曳编程积木”创意故事情节，创造属于自己的数字世界。   本书适合初学编程的青少年读者阅读，还可作为基础教育阶段“信息科技”课程的参考用书。
6474150,南京CiTY城市地图/中国城市地图系列,    本地图包含全新南京旅游交通详图大比例尺城区图、浦口城区图、六合城区图、溧水城区图、高淳城区图、市区主要公交线路速查、南京市轨道交通运营线路示意图等。
6474468,市场营销案例分析(第4版高等学校经济与管理类核心课程教材),    本书是高等学校经济与管理类核心课程教材之一。   全书共9章，主要内容包括：市场营销概述，市场营销分析，市场营销战略，产品策略，价格策略，渠道策略，促销策略，市场营销组织、计划与控制，市场营销的应用与创新。本书既有教学引导案例，又有课堂讨论和课外思考案例，利教便学。本书案例具有典型性、时代性、适用性和实用性等特点。   本书既可以作为高等学校市场营销课程的配套教材，也可以作为相关从业人员的参考用书。
0001921,名车趣话,改革开放以来，国外各种类型的轿车进入我国，川流不息地在城市和公路上奔驰。的确，这些轿车的外形、颜色和外部装饰都使人喜欢。为此，汽车爱好者急于想识别其车名、商标以及它的含义。为了让大家进一步认识现代交通工具——汽车的地位和作用，本书对汽车的发明与发展作了简要的回顾，歌颂了对汽车发明与发展作出巨大贡献的汽车发明家、设计师和生产管理专家的丰功伟绩；对几个汽车制造业发达国家的汽车史作了一些介绍，从中总结一些他们成功的经验作为我们的借鉴；本书用较大的篇幅介绍了各国轿车车名与商标的来历、趣话。我们看到，一个好的车名、商标不仅可能促进营销，还能给轿车增添艺术美。为此，有些厂商为了一个车名、商标绞尽脑汁。一个车名、商标，一个故事，让读者阅后品味。
6408239,咸丰民间歌曲集,    《咸丰民间歌曲集》是一本全面记录咸丰民歌曲调及文字资料的图书，值得我们阅读、聆听、珍藏、传唱。咸丰各民族的祖先和历代民间艺人，为我们创造了丰富多彩的民族文化，其中民歌就是万千多彩珍珠之一。她引得有心采珠拓荒者，日复一日，年复一年，走村串户，辛勤采集，为的是记录咸丰人民心灵的真实，为的是传承发展各民族优秀文化。
6441047,网店运营与管理(微课版高等院校电子商务类新形态系列教材),    本书共10章，包括网店运营基础知识、网店开通与管理、网店商品图片拍摄与处理、网店装修与设计、网店营销推广、网店物流与包装管理、网店客服与管理、网店数据分析、移动社交网店运营与管理、跨境电商网店运营与管理。   本书既可作为本科、高职院校电子商务等专业相关课程的教材，也可供电子商务、市场营销、网络营销与直播电商从业人员参考使用，还可作为相关培训机构的培训用书。
6453559,西北风,    二十世纪七八十年代，一群江南小伙选择放弃高考、投身军营，来到天高地远的西北，克服难以想象的困难，最终成就了军营大熔炉中永不忘怀的青春，被称赞为“真正的无名英雄”。
6456365,美国--历史与地理/山西大学建校120周年学术文库,    本书内容包括：欧洲大西洋国家和美洲的发现者与殖民者，北美河流在早期勘探和定居中的作用，阿巴拉契亚屏障对殖民历史的影响，与阿巴拉契亚山脉地形特征相关的西进运动，早期跨阿勒格尼拓居的地理环境，根据地理条件对路易斯安那州进行的收购等。从历史、地理的角度分析美国的诞生与发展，及其国际关系。
6459713,植物生理学实验教程(第4版能力培养型生物学基础课系列实验教材),    本书依据高等师范院校植物生理学教学大纲，坚持教育强国的目标与方针，在多年实践和研究的基础上编写而成。全书分基础性实验、综合性实验和研究性实验三部分，共84个实验，涉及植物生理学的基本原理、基础知识和基本实验技能，以利于培养学生分析问题和解决问题的能力。   本书可以作为高等师范院校生命科学专业实验教材，也可供学生毕业论文实践及农林院校植物生理学相关方向的师生和科研人员参考，亦可供中学生物学教师参考。
6467610,五线谱自学一月通(视频教学版),    本书是一本针对社会音乐爱好者以及音乐学龄儿童量身编写的入门级自学五线谱书籍，适合各类音乐培训学校使用。本书最大程度地简化晦涩的理论知识，用最通俗易懂的方式讲解日常音乐学习中遇到的，需要掌握的五线谱知识。同时，为了能够系统学习音乐知识，还必须辅助学习视唱与练耳知识，本书在课程的编排中，每一天均设置有知识练习、识谱练习、节奏视唱、节奏听辨练习等，让音乐爱好在学习五线谱乐理知识的同时实现视唱练耳的同步学习，最大限度地增强音乐基本能力。本书每一天均配有二维码视频讲解，视唱与节奏练习部分均配有音频资源，音乐爱好者可通过手机扫书中二维码观看教学视频。
6468596,腘动脉瘤(精),    本书引进自Springer出版社，是一部详尽介绍腘动脉瘤及其相关主题的实用著作。   全书共八篇30章，涵盖了有关腘动脉瘤历史、诊断、治疗的各个方面，回顾了腘动脉瘤的历史背景，探讨了腘动脉正常和变异解剖结构的胚胎学和解剖学、腘动脉瘤的病理学特征，重点阐述了动脉粥样硬化性腘动脉瘤的定义、流行病学、发病机制、诊断方法、手术指征、手术方式及术后并发症等内容，介绍了动脉粥样硬化性腘动脉瘤的血管内治疗方法及非动脉粥样硬化性腘动脉瘤的相关内容。   本书阐释全面，重点突出，图文并茂，非常适合从事腘动脉瘤相关专业的临床医生及研究人员阅读参考。
6469280,红色学脉(中国人民大学中共党史学的溯源与开新)(精),    中共党史是中国近现代史上最为可歌可泣的篇章，作为一门红色学科它伴随着中国共产党的成立与发展而不断孕育和成长。中国共产党在教育领域开设了中国特色的中共党史学科，并通过不断的扶持和关怀，使之逐渐成为中国特色社会主义理论体系的重要组成部分。   本书为国内首部从高校教学和学科发展间双重互动的新颖视角系统梳理中共党史学科史的著作，具有填补学科空白性质，以从陕北公学到华北联大，再到华北大学，最后到新中国成立后的中国人民大学的校史为主轴，以星火：孕育、摇篮：诞生、势起：曲奏、逆境：不屈、浴火：重生、启程：再飞行、新时代：腾飞等七大章节，详细阐述了中共党史课、中共党史系、中共党史学及几代中共党史人中优秀代表的红色故事。作者采访了滕文生、谢春涛、章百家、李亚飞、张兆本等中国人民大学中共党史系走出的杰出系友，何沁、陈明显等中共党史领域的老一辈学者，吴本丽、何丁萌、柯林谓、胡宁、刘涓迅等对中共党史教育领域有着突出贡献的前辈的后人，记录下了他们对中共党史系、中共党史专业的一片温情，描绘出中共党史这个摇篮从雏形到成型再到腾飞的光辉历程，为弘扬光荣传统、赓续红色学脉、汲取奋进力量、培育时代新人，推进中共党史党建学学科建设，构建中国特色哲学社会科学自主知识体系贡献出绵薄力量。
6471207,诗里寻名(古典诗文起名精选),    本书从中国人的姓名文化、起名方法、命名礼仪入手，阐述了运用古典诗词文赋起名的具体方法和原则，从中国人较多用来起名的《诗经》《楚辞》《论语》《周易》《道德经》《庄子》《列子》以及唐诗宋词等古代哲学、文学典籍中，精选可以用于人名的富有真善美意蕴的组合，建立了包含近两千个起名实例的古典诗文名字库。在编选名字组合的同时，对其出处篇章大意及文句含义做了白话解读，使读者能够了解名字组合的文化背景，满足大众多种多样的起名需求，为读者提供尽可能翔实周到的参考，有助于读者举一反三起出好名字。书的最后还附有名字库的简表，仅收录名字及其出处，按汉语拼音顺序排列，方便读者查阅。
6475173,不可思议的动物世界(共3册),    本套书是动物科普知识书，分为三册，读者对象为6—12岁儿童。所选动物包括全世界范围内的哺乳类、两栖爬行类、鱼类、鸟类等全种类共407种动物。作者选取每个动物最具特色的知识点，邀请各领域专家进行多次审定，在保证知识性科学准确的前提下，用幽默简洁的语言为读者留下记忆点。每个动物都配以可爱萌趣风格的插画，突出动物个性的同时吸引孩子赏读。随书附赠三张书签，另有隐藏彩蛋——寻找“中国限定”动物，给孩子带来不一样的阅读体验。
6424551,思政课教学与中华优秀传统文化融合研究,    本书共七章，每章都围绕“思政课教学与中华优秀传统文化融合”的主题展开讨论。第一章概述思政课的教学现状与基本理论，探讨其与中华优秀文化的自然渗透与互补性。第二章介绍中华优秀传统文化的发展脉络、主要内容及其在思政教育中的价值。第三章分析思政课与中华优秀传统文化融合的理论与实践可行性，提出基本原则与操作逻辑。第四章讨论具体的实施策略，包括提升教师的基本素质、考虑学生的学习特点、甄选传统文化内容与选用适当的教学方法。第五章深入探究思政课教学与中华优秀传统文化融合的内容，强调中华优秀传统文化的精神特质与核心理念的教学实现。第六章通过小学至大学不同阶段的教学案例，展示融合教学的具体应用与效果。第七章展望未来，探讨思政课与中华优秀传统文化更深层次融合的可能，以及其对学生就业与创业的潜在影响。
6425337,文旅融合背景下乡村旅游发展研究,    本书在吸收前人研究成果的基础上，基于多年来在乡村领域的理论与实践经验，对乡村旅游的规划、开发、建设、保护等各方面进行了详细阐述。同时，本书旨在为乡村旅游的发展提供一些有效的、创新性的解决策略，力求在战略、理论与实践发展的基础上撰写一本真正有助于乡村旅游发展的工具指引书。
6455438,从一个细胞开始,    “我从哪里来？”从发育生物学的角度来看，这个古老的哲学问题有一个简单的答案：一个细胞。事实上，不止人类，地球上所有动物的生命都始于一个细胞。但是，一个能动、能呼吸、能消化、有感觉的完整的动物个体，究竟是如何从区区一个细胞发育而来的？造就复杂生命所需的全部信息怎么能被塞进一个简单的细胞中呢？这个细胞是怎么知道自己应该变成什么、应该怎么做，并最终变成数万亿个细胞的？   本书将带领我们踏上一段奇妙的旅程，通过探索细胞、基因和胚胎学的科学发展史，回答生命如何从最初的单细胞合子演变成复杂的生物体。   作者从古希腊人普遍相信的先成论，到亚里士多德提出后成说，以及细胞学说的出现，回顾了150余年来我们对发育过程的认知。除此之外，作者也探讨了器官衰竭的原因；为什么有的生物能够再生，有的却不能；以及胚胎与肿瘤那令人不安的相似性。   科学的发展自然离不开科学家们的不朽贡献。他们通过研究发育过程寻找治疗癌症的新方法，他们努力将细胞重编程等技术的胚胎研究成果应用于医疗实践，他们基于干细胞研究创建了再生医学这个全新的领域。这些看似水到渠成实则充满灵光乍现与艰难求索的故事，作者都将在书中娓娓道来。   本书不仅是一次关于生命起源奥秘的科学探险，更是一次关于探索和发现的哲学思考。每一个生命都是从单一细胞开始的奇迹，而这个细胞中所蕴含的潜力，等待着我们去探索和利用。
6463115,康有为海外诗集(中英双语版),    康有为是中国近代史上著名的思想家和改革家。1898年“戊戌变法”失败后，康有为被迫长期流亡海外，他周游三十一国，至1913年返国。其三十一国的游记就是他浪迹天涯的实录。在此期间，康有为写下大量诗文，但社会上流传甚少，鲜为人知。本书所选诗歌皆为康有为流亡海外时期的佳作，由张启彷注释，康雪培翻译，可作为研究康有为流亡岁月和众多海外国家人文历史的宝贵史料。
6468863,愿望的实现(注音版AI智能版)/青少年文学名著阅读系列,    本书是印度作家、诗人泰戈尔的童话故事和散文选集，收录了《愿望的实现》《薄莱》《纸牌王国》《仙女的身份》等。故事情节奇特，内容生动，人物形象鲜明，具有印度民族特色。通过阅读这些精彩的故事，读者们不仅可以获得乐趣，感受世界的美好，还能引发思考，得到生活和生命的启迪。本书随文设置了互动插页，附有核心素养阅读任务，有助于读者在阅读的过程中，理解作品的故事脉络，学习鉴赏作品的艺术特色，感受儿童文学的魅力，养成整本书阅读的好习惯。
6469757,自恋与服从,    当理想自我取代了权威，对每个人提出要求：你必须变得更好，成为你的理想。这对自我和社会意味着什么？我们为什么自愿服从于“自恋的痛苦”？我们又为代么要同意现状？   聚焦自恋，从经济、社会、道德等维度，本书介绍了从中世纪到近现代“自恋”逐渐取代权威、信仰成为我们服从对象的过程，结合不同时期思想家如斯宾诺莎、黑格尔、马克斯·韦伯、弗洛伊德、福柯、阿尔都塞等人的论证，分机当前的过度竞争、量化管理、自我规训以及与他人的关系，看到自我陶醉的“我就是我”的矛盾之处，走出虚假的田园诗，不错过他人与周围的世界。
6469994,汽车不神秘(汽车构造透视图典全彩典雅版第4版)/陈总编爱车热线书系,    《汽车不神秘：汽车构造透视图典（全彩典雅版）》选取世界主流品牌的燃油汽车和新能源汽车的400多幅透视图、剖视图、分解图、示意图等，以图解注释、原理讲解的方式，全面系统地介绍了汽车的构造、原理与创新技术。对图中的具体部件名称给予中文和英文的简明注解，并配套46个视频，帮助读者轻松看透现实中无法欣赏到的汽车各系统和部件，从而更加直观地学习了解汽车的精密构造、科技原理与先进技术。   本书适合汽车行业人员、汽车相关专业师生、汽车和科普爱好者等阅读使用。
6372743,深入浅出IPv6+/深入浅出ICT热点系列,    本书共分为两篇，上篇介绍IPv6的基础知识，涉及IPv6特点、地址格式及配置、各种协议对IPv6的支持、部署和过渡技术等内容。下篇主要介绍IPv6＋体系内容，涉及算力感知、应用感知、新型组网、随流检测、新型组网、网络切片、SRv6可编程技术等。本书以科普为主，语言通俗易懂、内容新颖，同时涵盖大量运营商部署案例。   本书面向希望系统了解IPv6技术演进设计的通信网络从业人员，也可作为高等院校计算机和通信专业高年级学生和研究生的参考书。
6390204,美学区修复间隙管理(精),    如今，用于部分冠和桥体的粘接技术已成为常规临床操作，补充了传统固定修复治疗方案的选择。采用如复合树脂直接充填、瓷贴面或粘接桥等微创或非微创治疗方案，极大地有助于减少美学、技术和生物学并发症，并增加了可再次治疗的潜力。   因此，这些替代前牙种植修复的方案变得越来越重要。而本书涵盖了处理前牙区间隙的各种治疗手段。内容分为以下几个小主题：牙齿移动（正畸方式）、粘接修复（树脂、瓷贴面或者微创粘接桥）、固定桥修复（采用全冠预备后进行桥体重建）和植入种植体（种植方案）。   这本书基于长期的临床经验，案例描述精确，配以丰富的全彩图片进行详尽记录。它并非文献综述，而是一种类似于图谱的书籍，在相关文献的背景下，展示了实用且富有知识性的内容。因此，它可以被视为一本激励临床成功的指南。
6410906,河南(第3版)/发现者旅行指南,    《发现者旅行指南·河南》是一本全面、深度解读河南的旅游文化读本。本书从最美河南、印象河南、自驾河南、解读河南、行走河南等方面深度、直观地介绍河南，然后分为郑州、开封、新乡等章节，全面、系统介绍河南各地的精彩美景。同时，在交通、美食、住宿、购物、娱乐等方面提供了详实的资讯攻略。这本书是您了解河南、前往河南旅行的首选之书。
6414878,人力资源管理理论与实践探究,    本书是一本研究人力资源管理理论与实践的书，本书共五章，第一章为人力资源管理概述，分别介绍了人力资源概述、人力资源管理的概念与职能、人力资源管理的演进和人力资源管理现状与挑战四个部分；第二章为人力资源管理中的工作分析，分别介绍了工作分析的术语和内容、工作分析的作用和流程、工作分析的方法和工作分析的实施与说明书编写四个部分；第三章为人力资源的获取，分别介绍了人力资源的规划、人力盗源的招聘和人力资源的培训三个部分；第四章为人力资源发展管理，分别介绍了人力盗源的绩效管理、人力盗源的薪酬管理、人力盗源的劳动关系管理和人力资源职业生涯管理四个部分；第五章为党校干部培养应用，分别介绍了干部培训需求分析理论我国领导干部能力结构分析、我国党校培养模式和提升党校干部培训管理水平的思路与对策四个方面的内容。
6417395,岁月回声,    本书是作者历时多年创作的散文选集。全书分四辑，分别是“往事”“情感”“随想”“旅行”。作者以感恩的心态，亲历时代的变迁，歌颂故土的养育，情深而意切，其中也不乏对于人生的深切感悟。时间是个沉淀池，每个人的人生都在时间的沉淀池中褪去粗糙，留下芳华和精彩。人生既有“读万卷书”的勤奋，也有“行万里路”的精彩；人生既能品味，也有感悟。回望人生旅程，会有各种不同的收获：那些人生的亲历、情感和思悟，会在脑海中重现激荡，这是岁月的回声。回声，稍纵即逝，与自然界的回声一样，岁月的回声如果不加收藏，也会迅即消逝。
6424542,高校创新创业教育改革与发展探究,    本书共分为五章。其中，第一章为高校创新创业教育概述，分别介绍了高校创新创业教育的时代背景、高校创新创业教育的价值意蕴、高校创新创业教育的内涵及特点、高校创新创业教育的目标与内容四个方面的内容；第二章为我国高校创新创业教育的发展现状，分别介绍了我国高校创新创业教育的发展历程、我国高校创新创业教育的现状、当前我国高校创新创业教育的突出问题三个方面的内容；第三章为我国高校创新创业教育的国际经验借鉴，分别介绍了美国高校的创新创业教育、英国高校的创新创业教育、国外高校创新创业教育的经验与启示三个方面的内容；第四章为我国高校创新创业教育的改革创新，分别介绍了“融入式”创新创业教育、“广谱式”创新创业教育、协同机制视角下的创新创业教育、“数字时代”背景下的创新创业教育四个方面的内容；第五章为我国高校创新创业教育的未来发展，分别介绍了我国高校创新创业教育的发展趋势、我国高校创新创业教育体系的发展方向、我国高校创新创业教育路径的发展方向、我国高校创新创业教育模式的发展方向、我国高校创新创业教育未来发展的相关建议五个方面的内容。
6425327,体育研学旅行资源开发研究,    体育研学旅行作为体育课程改革的重要途径，是学校体育课的补充，在实施过程中是将探究实践活动以旅行的方式开展，将体育活动和教育活动相结合。但是目前社会、学校、家长、学生对体育研学的认识不够充分，体育研学旅行没有官方的文件指导，导致研学目的不明确，也缺乏专业的体育研学导师，研学的安全机制也不完善。因此，体育研学旅行发展需要学校加强重视、家庭主动配合、学生积极参与、社会共同协助，本书从研学旅行概念和发展着手，阐述了我国以及国外研学旅行的发展过程，重点介绍了新课改后，我国体育研学旅行产业在课程建设和资源开发方面的困难和机遇，希望本书可以帮助大家了解目前我国体育研学旅游的概况。
6455931,信仰与利益之网(僧侣海商与中日交流839-1403)(精),    从公元839年最后一次日本遣唐使归国，到1403年日本足利幕府与明朝正式恢复官方朝贡贸易，中日两国的官方外交中断了近六个世纪。但在此期间，随着海商和佛教僧侣建立起日益密切的联系，一个充满活力的中日海上贸易网络蓬勃发展。基于对寺院记录、诗歌、书信、传世图像和实物以及考古发现等多类史料的细致研究，本书描绘了当时东亚海域世界生动多彩的景象，展示了海商与僧侣两个群体如何利用彼此的资源并密切合作，共同促进贸易网络与宗教网络的融合，联合构建了中日之间“宗教-商业”交流网络，以及这一网络如何在朝贡体系的框架之外运作。同时，本书以新颖的手法诠释佛教记录，为佛教与商业之间的关系提供了新的解读。
6461445,福利经济学(为福利国家所信奉的经济学经典著作全新插图本),    《福利经济学》以边沁的功利主义哲学为思想基础，全书共分为四编，主要解决两个核心问题：一是什么是福利，二是影响福利的重要因素有哪些。第一编，对本书的研究对象“经济福利”进行框架设定，明确经济福利的概念和范围。第二编，探讨国民所得的数量以及资源在不同用途间的分配问题。具体而言，作者分析了自利原则的自由运用能在多大程度上以最有利于国民所得的形式促进国家资源的分配，以及国家在多大程度上能够改进“自然”趋势，从而优化资源配置。第三编，将国民所得的数量与劳动力市场的运作纬构联系起来，研究国民所得与劳动的关系，包括劳资协调机制、工时、计件工资制、劳动力配置以及失业等问题。第四编，集中研究国民所得的分配问题，探讨国民所得的变化与国民所得分配给穷人的绝对份额之间的关系。
